entrez_id	chr	symbol
28982	chr1	PCA
28982	chr1	PCARP
28983	chr4	DESC1
28983	chr4	TMPRSS11E2
28984	chr13	C13orf15
28984	chr13	RGC-32
28984	chr13	RGC32
28984	chr13	bA157L14.2
28985	chrX	MCT-1
28985	chrX	MCT1
28986	chrX	APR-1
28986	chrX	APR1
28986	chrX	MAGEH
28987	chr16	ART-4
28987	chr16	MST158
28987	chr16	MSTP158
28987	chr16	NOB1P
28987	chr16	PSMD8BP1
28988	chr7	HIP-55
28988	chr7	HIP55
28988	chr7	SH3P7
28989	chr9	AD-003
28989	chr9	C9orf32
28989	chr9	HOMT1A
28989	chr9	METTL11A
28989	chr9	NRMT
28989	chr9	NTM1A
28990	chr3	HT001
28991	chr8	HCARG
28991	chr8	HT002
28992	chr11	LRP16
28996	chr7	PRO0593
28998	chr8	L13
28998	chr8	L13A
28998	chr8	L13mt
28998	chr8	RPL13
28998	chr8	RPML13
28999	chr3	KKLF
29015	chr11	EEG1
29015	chr11	FOAP-13
29015	chr11	PRO1659
29015	chr11	SEEEG-1
29018	chr14	PRO1768
29028	chr8	ANCCA
29028	chr8	CT137
29028	chr8	PRO2000
29034	chr2	CPS1-IT
29034	chr2	CPS1IT
29034	chr2	CPS1IT1
29034	chr2	PRO0132
29035	chr16	PRO0149
29057	chrX	PRO0659
29057	chrX	TMEM29
29058	chr20	C20orf30
29058	chr20	HSPC274
29058	chr20	dJ1116H23.2.1
29062	chr7	HSPC049
29062	chr7	SORF-1
29062	chr7	SORF1
29063	chr4	HSPC052
29063	chr4	ZGRF4
29065	chr8	ASAP1-IT
29065	chr8	ASAP1IT
29065	chr8	ASAP1IT1
29065	chr8	DDEF1IT1
29065	chr8	HSPC054
29065	chr8	NCRNA00050
29066	chr16	HSPC055
29066	chr16	ZC3H7
29066	chr16	ZC3HDC7
29068	chr11	BTBD15
29068	chr11	HSPC063
29068	chr11	ZNF851
29070	chr16	HSPC065
29071	chrX	C1GALT2
29071	chrX	C38H2-L1
29071	chrX	COSMC
29071	chrX	HSPC067
29071	chrX	MST143
29071	chrX	TNPS
29072	chr3	HBP231
29072	chr3	HIF-1
29072	chr3	HIP-1
29072	chr3	HSPC069
29072	chr3	HYPB
29072	chr3	KMT3A
29072	chr3	LLS
29072	chr3	SET2
29072	chr3	p231HBP
29074	chr6	HSPC071
29074	chr6	L18mt
29074	chr6	MRP-L18
29075	chr20	HSPC072
29078	chr6	C6orf66
29078	chr6	HRPAP20
29078	chr6	HSPC125
29078	chr6	My013
29078	chr6	bA22L21.1
29079	chr13	ARC36
29079	chr13	DRIP36
29079	chr13	HSPC126
29079	chr13	TRAP36
29079	chr13	VDRIP
29080	chr12	BR22
29080	chr12	HSPC128
29080	chr12	TAP26
29081	chr2	HSPC133
29082	chr14	C14orf123
29082	chr14	CHMP4
29082	chr14	CHMP4B
29082	chr14	HSPC134
29082	chr14	SHAX2
29082	chr14	SNF7
29082	chr14	SNF7-1
29082	chr14	VPS32-1
29082	chr14	VPS32A
29083	chr3	HSPC135
29085	chr9	CGI-202
29085	chr9	HEL-S-132P
29085	chr9	HSPC141
29085	chr9	PHP14
29086	chr19	C19orf62
29086	chr19	HSPC142
29086	chr19	MERIT40
29086	chr19	NBA1
29087	chr11	HSPC144
29087	chr11	MDS012
29087	chr11	MY105
29087	chr11	THY28
29087	chr11	THY28KD
29088	chr8	HSPC145
29088	chr8	L15mt
29088	chr8	MRP-L15
29088	chr8	MRP-L7
29088	chr8	RPML7
29089	chr1	FANCT
29089	chr1	HSPC150
29089	chr1	PIG50
29090	chr18	C18orf55
29090	chr18	HSPC154
29090	chr18	TIM21
29091	chr14	HSPC156
29091	chr14	amisyn
29092	chr1	HSPC157
29092	chr1	NCRNA00339
29093	chr5	HSPC158
29093	chr5	L22mt
29093	chr5	MRP-L22
29093	chr5	MRP-L25
29093	chr5	RPML25
29094	chr2	GRP
29094	chr2	HSPC159
29095	chr12	HSPC160
29095	chr12	MST095
29095	chr12	MSTP095
29095	chr12	adoplin-2
29097	chr1	CNIH-4
29097	chr1	HSPC163
29098	chr17	HSPC165
29098	chr17	HSPC236
29098	chr17	MOG1
29098	chr17	RANGNRF
29099	chr11	HSPC166
29100	chr16	HSPC171
29101	chr1	HSPC182
29101	chr1	PNAS-120
29102	chr5	ETOHI2
29102	chr5	HSA242976
29102	chr5	RANSE3L
29102	chr5	RN3
29102	chr5	RNASE3L
29102	chr5	RNASEN
29103	chr13	DNAJD1
29103	chr13	HSD18
29103	chr13	MCJ
29104	chr21	C21orf127
29104	chr21	HEMK2
29104	chr21	MTQ2
29104	chr21	N6AMT
29104	chr21	PRED28
29104	chr21	m.HsaHemK2P
29105	chr16	C16orf80
29105	chr16	EVORF
29105	chr16	GTL3
29105	chr16	fSAP23
29106	chr15	SGIII
29107	chr20	MTR2
29107	chr20	P15
29108	chr16	ASC
29108	chr16	CARD5
29108	chr16	TMS
29108	chr16	TMS-1
29108	chr16	TMS1
29109	chr16	FHOS
29110	chr12	FTDALS4
29110	chr12	NAK
29110	chr12	T2K
29113	chr6	STG
29114	chr3	NP22
29114	chr3	NP24
29114	chr3	NP25
29115	chr17	HCNGP
29115	chr17	HTRG
29115	chr17	HTRP
29116	chr6	IDOL
29116	chr6	MIR
29117	chr16	BP75
29117	chr16	CELTIX1
29117	chr16	NAG4
29118	chr11	GRTH
29119	chr10	ARVD13
29119	chr10	VR22
29121	chr12	CLAX
29121	chr12	LLT1
29121	chr12	OCIL
29122	chr3	CT20
29122	chr3	TSP50
29123	chr16	ANCO-1
29123	chr16	ANCO1
29123	chr16	LZ16
29123	chr16	T13
29124	chr19	GAL13
29124	chr19	PLAC8
29124	chr19	PP13
29126	chr9	B7-H
29126	chr9	B7H1
29126	chr9	PD-L1
29126	chr9	PDCD1L1
29126	chr9	PDCD1LG1
29126	chr9	PDL1
29127	chr12	HsCYK-4
29127	chr12	ID-GAP
29127	chr12	MgcRacGAP
29128	chr19	ICBP90
29128	chr19	Np95
29128	chr19	RNF106
29128	chr19	TDRD22
29128	chr19	hNP95
29128	chr19	hUHRF1
29128	chr19	huNp95
29760	chr10	AGM4
29760	chr10	BASH
29760	chr10	BLNK-S
29760	chr10	LY57
29760	chr10	SLP-65
29760	chr10	SLP65
29760	chr10	bca
29761	chr21	USP21
29763	chr11	SDPIII
29765	chr1	SK-TMOD
29766	chr15	UTMOD
29767	chr15	N-TMOD
29767	chr15	NTMOD
29774	chr22	DKFZP434P211
29774	chr22	UNQ2565
29775	chr22	BIMP1
29775	chr22	CARMA3
29777	chr6	hABT1
29780	chr22	CGI-56
29781	chr22	CAPH2
29785	chr19	CYPIIS1
29789	chr2	DOC45
29789	chr2	GBP45
29789	chr2	GTBP9
29789	chr2	GTPBP9
29789	chr2	PTD004
29796	chr22	HSPC051
29796	chr22	HSPC119
29796	chr22	HSPC151
29796	chr22	QCR9
29796	chr22	UCCR7.2
29796	chr22	UCRC
29797	chr22	DKFZp434K191
29798	chr2	C2orf27
29799	chr22	FKSG3
29800	chr16	C16orf1
29800	chr16	HSU90653
29800	chr16	ZNF377
29801	chr22	DHHC8
29801	chr22	ZDHHCL1
29801	chr22	ZNF378
29802	chr22	8HS20
29802	chr22	N27C7-2
29803	chr7	AP4
29803	chr7	RIP60
29803	chr7	ZNF464
29803	chr7	Zfp464
29841	chr2	LBP32
29841	chr2	MGR
29841	chr2	NH32
29841	chr2	TFCP2L2
29842	chr2	CRTR1
29842	chr2	LBP-9
29842	chr2	LBP9
29843	chr12	SuPr-2
29844	chr19	FB1
29844	chr19	INO80F
29844	chr19	amida
29850	chr11	LTRPC5
29850	chr11	MTR1
29851	chr2	AILIM
29851	chr2	CD278
29851	chr2	CVID1
29855	chr16	VT
29855	chr16	VT4
29880	chr13	bA421P11.2
29881	chr7	NPC11L1
29882	chr9	APC2
29883	chr8	CAF-1
29883	chr8	CAF1
29883	chr8	Caf1a
29883	chr8	hCAF-1
29886	chr7	Mvp1
29887	chr7	OPTB8
29888	chr19	PPP2R6C
29888	chr19	ZIN
29888	chr19	zinedin
29889	chr1	HUMAUANTIG
29889	chr1	NGP1
29889	chr1	Ngp-1
29889	chr1	Nog2
29889	chr1	Nug2
29890	chr3	HUMAGCGB
29890	chr3	OTT3
29893	chr17	GT198
29893	chr17	HOP2
29893	chr17	HUMGT198A
29893	chr17	ODG3
29893	chr17	TBPIP
29894	chr8	CPSF160
29894	chr8	HSU37012
29894	chr8	P/cl.18
29895	chr16	HUMMLC2B
29895	chr16	MLC2B
29895	chr16	MRLC2
29895	chr16	MYL11
29896	chr7	AWMS1
29896	chr7	HSU53209
29899	chr1	CMCS
29899	chr1	DFNB82
29899	chr1	LGN
29899	chr1	PINS
29901	chr11	HSU79266
29901	chr11	SHD1
29902	chr12	C12orf24
29902	chr12	HSU79274
29903	chr19	HSU79303
29904	chr16	HSU93850
29904	chr16	eEF-2K
29906	chr18	SIAT8-E
29906	chr18	SIAT8E
29906	chr18	ST8SiaV
29907	chr11	HSAF001435
29909	chr3	H963
29911	chr19	HK2
29914	chr1	SCCD
29914	chr1	TERE1
29915	chr12	HCF-2
29915	chr12	HCF2
29919	chr18	HsT2591
29919	chr18	MIC1
29919	chr18	Mic-1
29920	chr1	HLD10
29920	chr1	P5CR2
29922	chr1	CFAP67
29922	chr1	MN23H7
29922	chr1	NDK 7
29922	chr1	NDK7
29922	chr1	nm23-H7
29923	chr7	C7orf68
29923	chr7	HIG-2
29923	chr7	HIG2
29925	chr3	MDDGA14
29925	chr3	MDDGB14
29925	chr3	MDDGC14
29926	chr2	AAMR
29927	chr3	HNFJ4
29927	chr3	HSEC61
29927	chr3	SEC61
29927	chr3	SEC61A
29928	chr17	TEX4
29928	chr17	TIM22
29929	chr1	CDG1C
29930	chr5	PCDH-BETA1
29931	chr3	ERR-10
29931	chr3	ERR10
29931	chr3	LMCD1DN
29931	chr3	LOH3CR2A
29931	chr3	NAG-7
29931	chr3	NAG7
29931	chr3	NCRNA00312
29933	chr14	G2A
29935	chrX	HSU24186
29937	chr1	CIR2
29937	chr1	SCIRP10
29937	chr1	SPUF
29940	chr6	DS-epi1
29940	chr6	DSEP
29940	chr6	DSEPI
29940	chr6	EDSMC2
29940	chr6	SART-2
29940	chr6	SART2
29941	chr9	UTDP4-1
29942	chr8	PURG-A
29942	chr8	PURG-B
29943	chr1	HPAD10
29943	chr1	PAD1
29943	chr1	PDI
29943	chr1	PDI1
29944	chrX	MA3
29944	chrX	MA5
29945	chr4	APC4
29946	chr19	RBT1
29948	chr16	BDGI
29948	chr16	OKL38
29949	chr1	IL-10C
29949	chr1	MDA1
29949	chr1	NG.1
29949	chr1	ZMDA1
29950	chr19	SEI1
29950	chr19	TRIP-Br1
29951	chr12	LNX4
29951	chr12	SAMCAP3L
29952	chr9	DPP2
29952	chr9	DPPII
29952	chr9	QPP
29953	chr12	PAP-II
29953	chr12	PGPEP2
29953	chr12	TRH-DE
29954	chr14	LGMD2N
29954	chr14	MDDGA2
29954	chr14	MDDGB2
29954	chr14	MDDGC2
29956	chr1	L3
29956	chr1	LASS2
29956	chr1	SP260
29956	chr1	TMSG1
29957	chr1	APC1
29957	chr1	SCAMC-1
29958	chr5	DMGDHD
29958	chr5	ME2GLYDH
29959	chr2	BCON3
29959	chr2	MADM
29959	chr2	MUDPNP
29959	chr2	NRBP
29960	chr7	FJH1
29960	chr7	FTSJ2
29960	chr7	HEL97
29960	chr7	RRMJ2
29964	chr6	C6orf49
29964	chr6	OEBT
29965	chr16	C16orf5
29965	chr16	CDIP
29965	chr16	I1
29965	chr16	LITAFL
29966	chr14	PPP2R6B
29966	chr14	SG2NA
29967	chr8	ST7
29968	chr9	EPIP
29968	chr9	NLS2
29968	chr9	PSA
29968	chr9	PSAT
29968	chr9	PSATD
29969	chr7	HIC
29970	chr3	SCHIP-1
29974	chr10	ACF
29974	chr10	ACF64
29974	chr10	ACF65
29974	chr10	APOBEC1CF
29974	chr10	ASP
29978	chrX	ALS15
29978	chrX	CHAP1
29978	chrX	DSK2
29978	chrX	HRIHFB2157
29978	chrX	N4BP4
29978	chrX	PLIC2
29979	chr9	DA41
29979	chr9	DSK2
29979	chr9	PLIC-1
29979	chr9	UBQN
29979	chr9	XDRP1
29980	chr21	B17
29980	chr21	C21orf60
29982	chr10	COPR
29982	chr10	COPR1
29982	chr10	COPR2
29982	chr10	NRBF-2
29984	chr11	ARHD
29984	chr11	RHOHP1
29984	chr11	RHOM
29984	chr11	Rho
29985	chr19	ZIP-3
29985	chr19	ZIP3
29986	chr14	6A1
29986	chr14	ETI-1
29986	chr14	ZIP-2
29986	chr14	ZIP2
29988	chr9	GLUT8
29988	chr9	GLUTX1
29989	chr9	LCN14
29989	chr9	OBPIIb
29990	chr7	FDFACT1
29990	chr7	FDFACT2
29991	chr9	LCN13
29991	chr9	OBP
29991	chr9	OBP2C
29991	chr9	OBPIIa
29991	chr9	hOBPIIa
29992	chr7	FDF03
29993	chr6	SDPI
29994	chr2	WALp4
29997	chr19	PICT-1
29997	chr19	PICT1
30000	chr19	IPO3
30000	chr19	KPNB2B
30000	chr19	TRN2
30001	chr14	ERO1-L
30001	chr14	ERO1-L-alpha
30001	chr14	ERO1-alpha
30001	chr14	ERO1L
30001	chr14	ERO1LA
30001	chr14	Ero1alpha
30008	chr11	ARCL1B
30008	chr11	FBLN4
30008	chr11	UPH1
30009	chr17	T-PET
30009	chr17	T-bet
30009	chr17	TBET
30009	chr17	TBLYM
30010	chr7	NPH1
30010	chr7	Nbla00697
30011	chrX	CD2BP3
30011	chrX	CIN85
30011	chrX	GIG10
30011	chrX	HSB-1
30011	chrX	HSB1
30011	chrX	MIG18
30012	chr5	HOX11L2
30012	chr5	RNX
30014	chrX	NAP-X
30014	chrX	SPAN-X
30014	chrX	SPAN-Xa
30014	chrX	SPAN-Xb
30061	chr2	FPN1
30061	chr2	HFE4
30061	chr2	IREG1
30061	chr2	MST079
30061	chr2	MSTP079
30061	chr2	MTP1
30061	chr2	SLC11A3
30062	chr18	MCOP3
30062	chr18	RX
30813	chr20	CAASDS
30813	chr20	KTCN
30813	chr20	KTCN1
30813	chr20	PPCD
30813	chr20	PPD
30813	chr20	RINX
30814	chr1	GIIE sPLA2
30814	chr1	sPLA2-IIE
30815	chr9	SIAT7-F
30815	chr9	SIAT7F
30815	chr9	ST6GALNACVI
30816	chr7	ENV
30816	chr7	ENVW
30816	chr7	ERVWE1
30816	chr7	HERV-7q
30816	chr7	HERV-W-ENV
30816	chr7	HERV7Q
30816	chr7	HERVW
30816	chr7	HERVWENV
30817	chr19	CD312
30817	chr19	EMR2
30817	chr19	VBU
30818	chr2	CSEN
30818	chr2	DREAM
30818	chr2	KCHIP3
30819	chr10	KCHIP2
30820	chr5	KCHIP1
30820	chr5	VABP
30827	chr18	2410002I16Rik
30827	chr18	5830420C16Rik
30827	chr18	CFP1
30827	chr18	CGBP
30827	chr18	HsT2645
30827	chr18	PCCX1
30827	chr18	PHF18
30827	chr18	SPP1
30827	chr18	ZCGPC1
30827	chr18	hCGBP
30832	chr5	KID3
30833	chr17	DNT
30833	chr17	DNT1
30833	chr17	HEL74
30833	chr17	P5N2
30833	chr17	PN-I
30833	chr17	PN-II
30833	chr17	UMPH2
30833	chr17	cdN
30833	chr17	dNT-1
30834	chr6	HTEX-6
30834	chr6	HTEX6
30834	chr6	Rpa12
30834	chr6	TCTEX6
30834	chr6	TEX6
30834	chr6	ZR14
30834	chr6	hZR14
30834	chr6	tctex-6
30835	chr19	CDSIGN
30835	chr19	CLEC4L
30835	chr19	DC-SIGN
30835	chr19	DC-SIGN1
30836	chr1	ERBP
30836	chr1	FCF2
30836	chr1	HSU15552
30836	chr1	LPTS-RP2
30836	chr1	TdIF2
30837	chr17	NAP4
30837	chr17	NCKAP4
30844	chr15	PAST4
30845	chr2	PAST3
30846	chr19	PAST2
30848	chrX	CAMEL
30848	chrX	CT2
30848	chrX	CT6.2
30848	chrX	CT6.2a
30848	chrX	CT6.2b
30848	chrX	ESO2
30848	chrX	LAGE-1
30849	chr3	VPS15
30849	chr3	p150
30850	chr17	HUMPPA
30851	chr17	TIP-1
30851	chr17	TIP1
30968	chr9	HSPC108
30968	chr9	SLP-2
43847	chr19	KLK-L6
43849	chr19	KLK-L5
43849	chr19	KLKL5
49854	chr21	ZNF295
49855	chr15	MSTP063
49855	chr15	ZNF291
49855	chr15	Zfp291
49856	chr1	WDR8
49860	chr1	C1orf10
49860	chr1	DRC1
49860	chr1	PDRC1
49860	chr1	SEP53
50484	chr8	MTDPS8A
50484	chr8	MTDPS8B
50484	chr8	P53R2
50485	chr2	HARP
50485	chr2	HHARP
50487	chr22	GIII-SPLA2
50487	chr22	SPLA2III
50487	chr22	sPLA2-III
50488	chr17	B55
50488	chr17	MAP4K6
50488	chr17	MINK
50488	chr17	YSK2
50488	chr17	ZC3
50489	chr2	CLEC4K
50506	chr15	LNOX2
50506	chr15	NOXEF2
50506	chr15	P138-TOX
50506	chr15	TDH6
50506	chr15	THOX2
50507	chr11	KOX
50507	chr11	KOX-1
50507	chr11	RENOX
50508	chr6	GP91-3
50508	chr6	MOX-2
50511	chr12	COR1
50511	chr12	RPRGL4
50511	chr12	SCP3
50511	chr12	SPGF4
50512	chr3	EG
50512	chr3	PODLX2
50514	chr9	CTS9
50515	chr12	C4ST
50515	chr12	C4ST-1
50515	chr12	C4ST1
50515	chr12	HSA269537
50516	chr22	PLCB3NP
50604	chr1	IL-20
50604	chr1	IL10D
50604	chr1	ZCYTO10
50612	chr4	CXCL1P
50612	chr4	GRO1P
50612	chr4	GROP
50612	chr4	MGSAP
50612	chr4	SCYB1P
50613	chr11	TUP-1
50614	chr12	GALNAC-T9
50614	chr12	GALNACT9
50615	chr16	CD360
50615	chr16	NILR
50616	chr12	IL-21
50616	chr12	IL-22
50616	chr12	IL-D110
50616	chr12	IL-TIF
50616	chr12	ILTIF
50616	chr12	TIFIL-23
50616	chr12	TIFa
50616	chr12	zcyto18
50617	chr7	A4
50617	chr7	ATP6N1B
50617	chr7	ATP6N2
50617	chr7	RDRTA2
50617	chr7	RTA1C
50617	chr7	RTADR
50617	chr7	STV1
50617	chr7	VPH1
50617	chr7	VPP2
50618	chr2	PRO2015
50618	chr2	SH3D1B
50618	chr2	SH3P18
50618	chr2	SWA
50618	chr2	SWAP
50619	chr6	IBP
50619	chr6	SLAT
50619	chr6	SWAP70L
50624	chr10	ERG-1
50624	chr10	ERG1
50624	chr10	ITMAP1
50624	chr10	UO-44
50626	chr8	CHRP
50628	chr17	HC56
50628	chr17	HCAP1
50628	chr17	HHRF-1
50628	chr17	p97
50631	chr14	NSEP1P
50631	chr14	PSDBPB1
50632	chr10	DRD1IP
50632	chr10	NSG3
50636	chr2	D-TMPP
50636	chr2	DTMPP
50636	chr2	IPCA-5
50636	chr2	IPCA5
50636	chr2	NGEP
50636	chr2	PCANAP5
50636	chr2	PCANAP5L
50636	chr2	TMEM16G
50639	chr10	COLEC2
50640	chr7	IPLA2-2
50640	chr7	IPLA2G
50640	chr7	MMLA
50640	chr7	PNPLA-gamma
50640	chr7	iPLA2gamma
50644	chrX	SMRXS
50649	chr2	ASEF
50649	chr2	ASEF1
50649	chr2	GEF4
50649	chr2	STM6
50650	chr3	GEF3
50650	chr3	STA3
50650	chr3	XPLN
50651	chr1	DNB5
50652	chr9	DD3
50652	chr9	NCRNA00019
50652	chr9	PCAT3
50674	chr10	Atoh5
50674	chr10	Math4B
50674	chr10	NGN-3
50674	chr10	bHLHa7
50674	chr10	ngn3
50700	chr19	PRRDH
50700	chr19	SDR28C2
50715	chr15	JME
50717	chr1	GAN2
50717	chr1	H326
50717	chr1	WDR42A
50801	chr11	K2p4.1
50801	chr11	TRAAK
50801	chr11	TRAAK1
50802	chr2	IGK@
50804	chr15	HsT18564
50804	chr15	MEF-2
50804	chr15	MST156
50804	chr15	MSTP156
50804	chr15	myEF-2
50805	chr5	IRXA3
50807	chr8	AMAP1
50807	chr8	CENTB4
50807	chr8	DDEF1
50807	chr8	PAG2
50807	chr8	PAP
50807	chr8	ZG14P
50808	chr9	AK3L1
50808	chr9	AK6
50808	chr9	AKL3L
50808	chr9	AKL3L1
50808	chr9	FIX
50809	chr1	HP1-BP74
50809	chr1	HP1BP74
50810	chr15	CGI-142
50810	chr15	HDGF-2
50810	chr15	HDGF2
50810	chr15	HRP-3
50813	chr12	CSN7
50813	chr12	CSN7A
50813	chr12	SGN7a
50814	chrX	H105E3
50814	chrX	SDR31E1
50814	chrX	XAP104
50823	chr-	MUHH
50831	chr7	T2R3
50832	chr7	T2R4
50833	chr7	T2R16
50834	chr5	T2R1
50834	chr5	TRB7
50835	chr12	T2R9
50835	chr12	TRB6
50836	chr12	T2R8
50836	chr12	TRB5
50837	chr12	T2R7
50837	chr12	TRB4
50838	chr12	T2R13
50838	chr12	TRB3
50839	chr12	T2R10
50839	chr12	TRB2
50840	chr12	T2R14
50840	chr12	TRB1
50846	chr12	GDXYM
50846	chr12	HHG-3
50846	chr12	SRXY7
50848	chr1	CD321
50848	chr1	JAM
50848	chr1	JAM1
50848	chr1	JAMA
50848	chr1	JCAM
50848	chr1	PAM-1
50852	chr3	HSPC062
50852	chr3	TCRIM
50852	chr3	TRIM
50852	chr3	pp29/30
50854	chr6	D6S57
50854	chr6	G8
50855	chr16	PAR-6A
50855	chr16	PAR6
50855	chr16	PAR6C
50855	chr16	PAR6alpha
50855	chr16	TAX40
50855	chr16	TIP-40
50856	chr12	CD367
50856	chr12	CLECSF6
50856	chr12	DCIR
50856	chr12	DDB27
50856	chr12	HDCGC13P
50856	chr12	LLIR
50858	chrY	LINC00033
50858	chrY	NCRNA00033
50858	chrY	TTY1
50859	chr4	HSAJ1454
50859	chr4	TES-3
50859	chr4	TICN3
50861	chr20	SCLIP
50862	chr11	ZFP26
50862	chr11	ZNF230
50863	chr11	HNT
50863	chr11	IGLON2
50863	chr11	NTRI
50865	chr12	HBP
50865	chr12	HEBP
50937	chr11	CDO
50937	chr11	CDON1
50937	chr11	HPE11
50937	chr11	ORCAM
50939	chr3	IPM200
50939	chr3	RP56
50939	chr3	SPACRCAN
50939	chr3	VMD5
50940	chr2	PPNAD2
50943	chrX	AIID
50943	chrX	DIETER
50943	chrX	IPEX
50943	chrX	JM2
50943	chrX	PIDX
50943	chrX	XPID
50944	chr19	SPANK-1
50944	chr19	SSTRIP
50944	chr19	synamon
50945	chrX	ABERS
50945	chrX	CLPA
50945	chrX	TBXX
50945	chrX	dJ795G23.1
50947	chr-	BFHD
50951	chr16	PMV
50952	chr-	DHMNVP
50960	chr3	MYMY
50963	chr-	BRKS
50963	chr-	TLH1
50964	chr17	CDD
50964	chr17	DAND6
50964	chr17	SOST1
50964	chr17	VBCH
50968	chr8	BAFME
50968	chr8	BAFME1
50968	chr8	FAME
50968	chr8	FAME1
50968	chr8	MEBA
50989	chr-	HMSNP
50999	chr1	CGI-100
50999	chr1	p24g2
50999	chr1	p28
51000	chr6	C6orf196
51000	chr6	CGI-19
51000	chr6	PAPST2
51001	chr8	CGI-12
51001	chr8	MTERFD1
51002	chr2	CGI-121
51002	chr2	CGI121
51003	chr17	3110004H13Rik
51003	chr17	CGI-125
51003	chr17	Soh1
51004	chr14	CGI-10
51004	chr14	CGI10
51004	chr14	COQ10D6
51005	chr16	CGI-14
51006	chr20	BA394O2.1
51006	chr20	C20orf5
51006	chr20	CGI-15
51006	chr20	OVCOV1
51008	chr10	ASC1p50
51008	chr10	CGI-18
51008	chr10	SMABF2
51008	chr10	p50
51009	chr17	CGI-101
51009	chr17	DERtrin-2
51009	chr17	F-LAN-1
51009	chr17	F-LANa
51009	chr17	FLANa
51010	chr9	CGI-102
51010	chr9	PCH1B
51010	chr9	RRP40
51010	chr9	Rrp40p
51010	chr9	bA3J10.7
51010	chr9	hRrp-40
51010	chr9	p10
51011	chr2	CGI-105
51012	chr20	SLMO2
51012	chr20	dJ543J19.5
51013	chr10	CGI-108
51013	chr10	CSL4
51013	chr10	Csl4p
51013	chr10	SKI4
51013	chr10	Ski4p
51013	chr10	p13
51014	chr5	CGI-109
51014	chr5	p24g3
51014	chr5	p24gamma3
51014	chr5	p27
51015	chr5	CGI-111
51016	chr14	C14orf122
51016	chr14	CGI-112
51016	chr14	FAM158A
51018	chr1	CGI-115
51018	chr1	KIAA0507
51019	chr12	CGI-116
51020	chr6	C6orf74
51020	chr6	CGI-130
51020	chr6	NS5ATP2
51020	chr6	dJ167O5.2
51021	chr10	CGI-132
51021	chr10	COXPD2
51021	chr10	MRP-S16
51021	chr10	RPMS16
51022	chr1	CGI-133
51022	chr1	GRX2
51023	chr4	CGI-134
51023	chr4	MRP-S18-1
51023	chr4	MRP-S18-c
51023	chr4	MRPS18-1
51023	chr4	S18mt-c
51023	chr4	mrps18-c
51024	chr7	CGI-135
51024	chr7	TTC11
51025	chr16	CGI-136
51025	chr16	MAGMAS
51025	chr16	SMDMDM
51025	chr16	TIM16
51025	chr16	TIMM16
51026	chr12	CGI-141
51026	chr12	GCT2
51026	chr12	GOT1
51026	chr12	GOT1B
51026	chr12	YMR292W
51027	chr1	CGI-143
51028	chr13	C13orf9
51028	chr13	CGI-145
51028	chr13	EAP45
51029	chr1	C1orf121
51029	chr1	CGI-146
51029	chr1	DESI
51029	chr1	DESI1
51029	chr1	DeSI-2
51029	chr1	FAM152A
51029	chr1	PNAS-4
51029	chr1	PPPDE1
51030	chr17	CGI-148
51030	chr17	FAM18B
51030	chr17	FAM18B1
51030	chr17	NPD008
51030	chr17	YDR084C
51031	chr17	C17orf25
51031	chr17	CGI-150
51031	chr17	HC71
51032	chr1	ELA2B
51035	chr11	2B28
51035	chr11	SAKS1
51035	chr11	UBXD10
51042	chr1	ZT86
51043	chr1	CKROX
51043	chr1	THPOK
51043	chr1	ZBTB15
51043	chr1	ZFP-67
51043	chr1	ZFP67
51043	chr1	ZNF857B
51043	chr1	c-KROX
51043	chr1	hcKROX
51046	chr18	SIAT8C
51046	chr18	ST8SiaIII
51050	chr8	CRISP8
51050	chr8	P24TI
51050	chr8	P25TI
51052	chr2	PRH
51052	chr2	PRRP
51053	chr6	Gem
51053	chr6	MGORS6
51054	chr12	PLEKHA9
51056	chr4	HEL-S-106
51056	chr4	LAP
51056	chr4	LAPEP
51056	chr4	PEPS
51057	chr2	BBS15
51057	chr2	C2orf86
51057	chr2	CHDTHP
51057	chr2	FRTZ
51058	chr1	Zfp691
51059	chr8	C8ORFK32
51060	chr1	AGR1
51060	chr1	ERP16
51060	chr1	ERP18
51060	chr1	ERP19
51060	chr1	PDIA16
51060	chr1	TLP19
51060	chr1	hAG-1
51060	chr1	hTLP19
51061	chr16	EFP1
51062	chr14	AD-FSP
51062	chr14	FSP1
51062	chr14	GBP3
51062	chr14	HSN1D
51062	chr14	SPG3
51062	chr14	SPG3A
51062	chr14	atlastin1
51063	chr10	FAM26B
51066	chr3	C3orf32
51066	chr3	SSU-2
51066	chr3	fls485
51067	chr12	CGI-04
51067	chr12	MLASA2
51067	chr12	MT-TYRRS
51067	chr12	TYRRS
51068	chr3	CGI-07
51069	chr6	CGI-22
51069	chr6	RPML14
51070	chr19	CGI-25
51071	chr12	CGI-26
51071	chr12	DEOC
51072	chr2	C2orf4
51072	chr2	CGI-27
51072	chr2	MEMO
51072	chr2	NS5ATP7
51073	chr19	CGI-28
51073	chr19	L4mt
51074	chr11	APIP2
51074	chr11	CGI-29
51074	chr11	CGI29
51074	chr11	MMRP19
51074	chr11	hAPIP
51075	chr11	CGI-31
51075	chr11	PDIA12
51075	chr11	PIG26
51075	chr11	TXNDC14
51076	chr10	CGI-32
51077	chr14	Bka
51077	chr14	C14orf111
51077	chr14	CGI-35
51077	chr14	UTP24
51078	chr2	CGI-36
